,"SHEA, MIKE",3,2:26:00,4,5:50:00,3,9:06:00,3,13:17:00,3,18:23:00,3,22:25:00,3,24:55:00,3,31:24:00,4,37:00:00,4,41:05:00,4,47:20:00,,,,,,
,"SALZMAN, STEVE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"DEVINEY, LEE",,11:40:00,,15:14:00,,18:52:00,,23:18:00,,5:17:00,,9:35:00,,12:17:00,,19:48:00,,1:22:00,,5:40:00,,8:46:00,,,,,,
89,"HARVEY, JIMMY",7,2:40:00,7,3:34:00,7,3:38:00,6,4:26:00,6,5:59:00,8,4:18:00,6,2:42:00,11,7:31:00,4,5:34:00,14,4:18:00,3,3:06:00,,,,,,
,"COPPEDGE, MARK",7,2:40:00,7,6:14:00,7,9:52:00,7,14:18:00,7,20:17:00,7,24:35:00,7,27:17:00,6,34:38:00,5,40:22:00,5,44:40:00,5,47:46:00,,,,,,
,"(EMMONS, MATT-DNF)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"MEURER, CINDY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"STEPPE, RICHARD",,11:30:00,,14:49:00,,18:10:00,,22:26:00,,4:31:00,,9:25:00,,12:06:00,,19:33:00,,1:31:00,,5:52:00,,9:30:00,,,,,,
71,"BAIN, SHAUN",4,2:30:00,3,3:19:00,4,3:21:00,5,4:16:00,7,6:05:00,21,4:54:00,4,2:41:00,10,7:27:00,10,5:58:00,15,4:21:00,10,3:38:00,,,,,,
,"KVANLI, BEN",4,2:30:00,3,5:49:00,4,9:10:00,4,13:26:00,5,19:31:00,6,24:25:00,6,27:06:00,5,34:33:00,6,40:31:00,6,44:52:00,6,48:30:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"HARRAS, JOHN MARK",,11:44:00,,15:28:00,,19:11:00,,23:58:00,,6:20:00,,10:41:00,,13:29:00,,20:34:00,,2:15:00,,6:16:00,,10:38:00,,,,,,
,"DUPONT, JOHN",8,2:44:00,10,3:44:00,10,3:43:00,10,4:47:00,9,6:22:00,10,4:21:00,9,2:48:00,7,7:05:00,6,5:41:00,5,4:01:00,24,4:22:00,,,,,,
,"PRICE, LIAM",8,2:44:00,8,6:28:00,9,10:11,9,14:58:00,8,21:20:00,8,25:41:00,8,28:29:00,8,35:34:00,7,41:15:00,7,45:16:00,7,49:38:00,,,,,,
,"STAFFORD, BILL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CARLISLE, GENE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1st USCA C2,,11:45:00,,15:32:00,,19:17:00,,23:58:00,,7:10:00,,11:15:00,,14:01:00,,21:05:00,,3:00:00,,7:24:00,,11:52:00,,,,,,
195,"HICKS, GRADY",9,2:45:00,12,3:47:00,12,3:45:00,8,4:41:00,21,7:12:00,6,4:05:00,7,2:46:00,6,7:04:00,8,5:55:00,19,4:24:00,17,4:01:00,,,,,,
,"BROWN, JERRY",9,2:45:00,12,6:32:00,11,10:17:00,8,14:58:00,12,22:10:00,11,26:15:00,11,29:01:00,9,36:05:00,8,42:00:00,8,46:24:00,8,50:25:00,,,,,,
,"PATTERSON, TRAVIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1st MIXED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,"DERRICK, PETER",,11:56:00,,15:45:00,,19:30:00,,0:16:00,,6:38:00,,11:09:00,,13:57:00,,21:21:00,,4:15:00,,8:36:00,,11:46:00,,,,,,
,"DERRICK, KATHY",20,2:56:00,14,3:49:00,14,3:45:00,9,4:46:00,11,6:22:00,14,4:31:00,10,2:48:00,8,7:24:00,23,6:54:00,16,4:21:00,4,3:10:00,,,,,,
,"SOUTHARD, JACOB",20,2:56:00,17,6:45:00,16,10:30:00,14,15:16:00,10,21:38:00,10,26:09:00,9,28:57:00,10,36:21:00,10,43:15:00,10,47:36:00,9,50:46:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"ANGLIN, TIM",,11:55:00,,15:50:00,,19:33:00,,0:28:00,,7:20:00,,11:40:00,,14:34:00,,22:00:00,,4:37:00,,8:54:00,,12:15:00,,,,,,
930,"JOINER, MIKE",18,2:55:00,22,3:55:00,11,3:43:00,15,4:55:00,17,6:52:00,9,4:20:00,14,2:54:00,9,7:26:00,17,6:37:00,12,4:17:00,7,3:21:00,,,,,,
,"CAMPBELL, BILL",18,2:55:00,19,6:50:00,18,10:33:00,15,15:28:00,14,22:20:00,13,26:40:00,13,29:34:00,11,37:00:00,11,43:37:00,11,47:54:00,10,51:15:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1ST SOLO UNLIMITED,,11:51:00,,15:32:00,,19:10:00,,0:03:00,,6:45:00,,11:16:00,,14:09:00,,22:27:00,,5:22:00,,9:25:00,,12:30:00,,,,,,
12,"PROCHASKA, SAMMY",16,2:51:00,8,3:41:00,8,3:38:00,14,4:53:00,14,6:42:00,15,4:31:00,13,2:53:00,18,8:18:00,24,6:55:00,6,4:03:00,2,3:05:00,,,,,,
,"KLIMITCHEK, DARRELL",16,2:51:00,11,6:32:00,8,10:10:00,10,15:03:00,11,21:45:00,12,26:16:00,12,29:09:00,13,37:27:00,14,44:22:00,13,48:25:00,11,51:30:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1st USCA C1,,11:57:00,,15:48:00,,19:43:00,,1:03:00,,7:51:00,,12:24:00,,15:25:00,,23:10:00,,5:21:00,,9:25:00,,12:40:00,,,,,,
888,"SIMMONS, MARK",22,2:57:00,18,3:51:00,20,3:55:00,19,5:20:00,16,6:48:00,16,4:33:00,16,3:01:00,14,7:45:00,12,6:11:00,7,4:04:00,5,3:15:00,,,,,,
,"ROBINSON, GARY",22,2:57:00,18,6:48:00,19,10:43:00,17,16:03:00,17,22:51:00,17,27:24:00,16,30:25:00,15,38:10:00,13,44:21:00,14,48:25:00,12,51:40:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"GUMBERT, PHIL",,11:46:00,,15:31:00,,19:21:00,,0:12:00,,7:14:00,,12:07:00,,15:09:00,,22:50:00,,5:11:00,,9:22:00,,12:47:00,,,,,,
69,"GUMBERT, MARY JO",12,2:46:00,11,3:45:00,16,3:50:00,12,4:51:00,19,7:02:00,19,4:53:00,17,3:02:00,13,7:41:00,14,6:21:00,9,4:11:00,8,3:25:00,,,,,,
,"KEIFFER, KEN",12,2:46:00,10,6:31:00,12,10:21:00,12,15:12:00,13,22:14:00,14,27:07:00,14,30:09:00,14,37:50:00,12,44:11:00,12,48:22:00,13,51:47:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"BINION, WADE",,11:45:00,,15:38:00,,19:23:00,,0:15:00,,8:10:00,,12:26:00,,15:14:00,,22:10:00,,5:34:00,,9:26:00,,13:10:00,,,,,,
8,"WYTASKE, ROB",10,2:45:00,19,3:53:00,13,3:45:00,13,4:52:00,36,7:55:00,7,4:16:00,11,2:48:00,5,6:56:00,35,7:24:00,4,3:52:00,11,3:44:00,,,,,,
,"KENT, TRAVIS",10,2:45:00,16,6:38:00,13,10:23:00,13,15:15:00,19,23:10:00,18,27:26:00,15,30:14:00,12,37:10:00,15,44:34:00,15,48:26:00,14,52:10:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1st PARENT/CHILD AWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"MYNAR, JOE",,11:56:00,,15:51:00,,19:54:00,,1:12:00,,7:45:00,,12:38:00,,15:36:00,,23:23:00,,5:41:00,,10:03:00,,13:57:00,,,,,,
122,"MYNAR, LOGAN",21,2:56:00,23,3:55:00,23,4:03:00,18,5:18:00,12,6:33:00,20,4:53:00,15,2:58:00,15,7:47:00,13,6:18:00,18,4:22:00,13,3:54:00,,,,,,
,"MYNAR, RENEE",21,2:56:00,21,6:51:00,21,10:54:00,18,16:12:00,16,22:45:00,19,27:38:00,17,30:36:00,16,38:23:00,16,44:41:00,16,49:03:00,15,52:57:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"BUGGE, JOHN",,11:36:00,,15:10:00,,18:46:00,,23:15:00,,4:59:00,,9:03:00,,11:50:00,,20:02:00,,3:15:00,,8:22:00,,14:05:00,,,,,,
911,"WEBER, JIM",6,2:36:00,6,3:34:00,6,3:36:00,7,4:29:00,5,5:44:00,5,4:04:00,8,2:47:00,18,8:12:00,32,7:13:00,30,5:07:00,47,5:43:00,,,,,,
,,6,2:36:00,6,6:10:00,6,9:46:00,6,14:15:00,6,19:59:00,5,24:03:00,5,26:50:00,7,35:02:00,9,42:15:00,9,47:22:00,16,53:05:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"BAKER, CHRIS",,11:54:00,,15:55:00,,19:56:00,,1:16:00,,8:46:00,,13:10:00,,16:25:00,,:01,,7:32:00,,11:45:00,,15:50:00,,,,,,
316,"BAKER, MATT",17,2:54:00,25,4:01:00,22,4:01:00,20,5:20:00,28,7:30:00,12,4:24:00,19,3:15:00,12,7:36:00,38,7:31:00,10,4:13:00,20,4:05:00,,,,,,
,"BAKER, CHARLES",17,2:54:00,23,6:55:00,22,10:56:00,19,16:16:00,21,23:46:00,20,28:10:00,20,31:25:00,17,39:01:00,17,46:32:00,17,50:45:00,17,54:50:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1st NOVICE,,12:06:00,,16:16:00,,20:21:00,,1:51:00,,8:35:00,,13:43:00,,16:56:00,,:57,,7:38:00,,12:24:00,,16:18:00,,,,,,
286,"HOENNINGER, CORBETT",30,3:06:00,27,4:10:00,25,4:05:00,22,5:30:00,15,6:44:00,25,5:08:00,18,3:13:00,16,8:01:00,20,6:41:00,22,4:46:00,14,3:54:00,,,,,,
,"HORA, PAUL",30,3:06:00,26,7:16:00,26,11:21:00,25,16:51:00,20,23:35:00,21,28:43:00,21,31:56:00,18,39:57:00,18,46:38:00,19,51:24:00,18,55:18:00,,,,,,
,"HOENNINGER, NICOSIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"STEWART, CHARLIE",,11:46:00,,15:37:00,,19:32:00,,1:34:00,,7:40:00,,12:15:00,,15:44:00,,1:29:00,,8:27:00,,12:44:00,,17:25:00,,,,,,
166,"STEWART, NATE",13,2:46:00,17,3:51:00,19,3:55:00,27,6:02:00,8,6:06:00,17,4:35:00,25,3:29:00,23,9:45:00,25,6:58:00,13,4:17:00,27,4:41:00,,,,,,
,"MILLER, RICHARD",13,2:46:00,15,6:37:00,17,10:32:00,20,16:34:00,15,22:40:00,15,27:15:00,19,30:44:00,20,40:29:00,19,47:27:00,19,51:44:00,19,56:25:00,,,,,,
,"BELK, TAMMY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"YONLEY, TOMMY",,11:48:00,,15:37:00,,19:24:00,,:12,,6:34:00,,11:05:00,,13:57:00,,5:05:00,,12:51:00,,18:59:00,,22:28:00,,,,,,
412,"GOYNES, SANDY",15,2:48:00,13,3:49:00,15,3:47:00,11,4:48:00,10,6:22:00,13,4:31:00,12,2:52:00,58,15:08:00,42,7:46:00,50,6:08:00,9,3:29:00,,,,,,
,"GOYNES, TOM",15,2:48:00,14,6:37:00,14,10:24:00,11,15:12:00,9,21:34:00,9,26:05:00,10,28:57:00,22,44:05:00,22,51:51:00,23,57:59:00,20,61:28:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1ST STANDARD,,12:09:00,,16:18:00,,20:32:00,,2:29:00,,11:08:00,,16:23:00,,20:10:00,,8:47:00,,14:37:00,,19:21:00,,23:37:00,,,,,,
6922,"OHLEMACHER, LEO",34,3:09:00,26,4:09:00,29,4:14:00,26,5:57:00,45,8:39:00,27,5:15:00,29,3:47:00,47,12:37:00,7,5:50:00,21,4:44:00,22,4:16:00,,,,,,
,"OHLEMACHER, PAUL",34,3:09:00,29,7:18:00,29,11:32:00,26,17:29:00,26,26:08:00,26,31:23:00,26,35:10:00,29,47:47:00,27,53:37:00,25,58:21:00,21,62:37:00,,,,,,
,"OHLEMACHER, EVANGLINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"SMART, ROBERT",,12:10:00,,16:31:00,,20:55:00,,4:12:00,,11:11:00,,16:05:00,,19:32:00,,8:05:00,,14:01:00,,18:22:00,,23:46:00,,,,,,
620,"SMART, PAM",36,3:10:00,35,4:21:00,31,4:24:00,39,7:17:00,18,6:59:00,22,4:54:00,24,3:27:00,46,12:33:00,9,5:56:00,17,4:21:00,42,5:24:00,,,,,,
,"ALFORD, TERRY",36,3:10:00,34,7:31:00,32,11:55:00,30,19:12:00,27,26:11:00,25,31:05:00,25,34:32:00,26,47:05:00,25,53:01:00,20,57:22:00,22,62:46:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"KEIFFER, KARL",,12:10:00,,16:29:00,,20:47:00,,4:42:00,,12:30:00,,17:55:00,,21:16:00,,8:23:00,,14:45:00,,18:58:00,,1:02:00,,,,,,
26,"PITTMAN, MIKE",35,3:10:00,33,4:19:00,30,4:18:00,54,7:55:00,33,7:48:00,31,5:25:00,23,3:21:00,36,11:07:00,15,6:22:00,11,4:13:00,53,6:04:00,,,,,,
,"FREEMAN, TROY",35,3:10:00,33,7:29:00,30,11:47:00,35,19:42:00,32,27:30:00,30,32:55:00,28,36:16:00,27,47:23:00,28,53:45:00,21,57:58:00,23,64:02:00,,,,,,
,"FREEMAN, HOWARD",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"JACKSON, JOHN",,12:09:00,,16:03:00,,20:02:00,,1:39:00,,10:21:00,,15:32:00,,18:47:00,,6:42:00,,13:50:00,,18:59:00,,1:13:00,,,,,,
4444,"KUHN, KIMBALL ",33,3:09:00,21,3:54:00,21,3:59:00,24,5:37:00,46,8:42:00,26,5:11:00,20,3:15:00,42,11:55:00,30,7:08:00,32,5:09:00,57,6:14:00,,,,,,
,,33,3:09:00,24,7:03:00,23,11:02:00,22,16:39:00,25,25:21:00,24,30:32:00,23,33:47:00,23,45:42:00,24,52:50:00,22,57:59:00,24,64:13:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1ST WOMEN'S SOLO,,12:02:00,,15:51:00,,19:44:00,,1:39:00,,10:01:00,,14:57:00,,18:47:00,,6:45:00,,13:50:00,,19:00:00,,1:18:00,,,,,,
497,"MAGEE, ERIN",24,3:02:00,15,3:49:00,18,3:53:00,25,5:55:00,40,8:22:00,24,4:56:00,31,3:50:00,43,11:58:00,29,7:05:00,33,5:10:00,59,6:18:00,,,,,,
,"THIEDE, SAM",24,3:02:00,20,6:51:00,20,10:44:00,23,16:39:00,23,25:01:00,23,29:57:00,24,33:47:00,24,45:45:00,23,52:50:00,24,58:00:00,25,64:18:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1ST ALUMINUM,,12:14:00,,16:39:00,,21:05:00,,4:30:00,,12:20:00,,17:52:00,,21:26:00,,8:26:00,,15:06:00,,20:25:00,,1:30:00,,,,,,
48,"HAFERNICK, GIB",38,3:14:00,39,4:25:00,35,4:26:00,42,7:25:00,34,7:50:00,35,5:32:00,26,3:34:00,33,11:00:00,19,6:40:00,36,5:19:00,35,5:05:00,,,,,,
,"HEZEL, TIM ",38,3:14:00,39,7:39:00,36,12:05:00,31,19:30:00,31,27:20:00,29,32:52:00,29,36:26:00,28,47:26:00,29,54:06:00,27,59:25:00,26,64:30:00,,,,,,
,"DAVIDEK, DIRK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"LEVERT, CHAD",,12:03:00,,16:33:00,,21:00:00,,3:17:00,,11:19:00,,17:07:00,,20:58:00,,7:52:00,,14:28:00,,19:34:00,,3:50:00,,,,,,
8888,"HOSEK, CHRIS",27,3:03:00,42,4:30:00,36,4:27:00,28,6:17:00,37,8:02:00,41,5:48:00,32,3:51:00,32,10:54:00,16,6:36:00,29,5:06:00,70,8:16:00,,,,,,
,"HOSEK, CURTIS",27,3:03:00,37,7:33:00,35,12:00:00,28,18:17:00,28,26:19:00,28,32:07:00,27,35:58:00,25,46:52:00,26,53:28:00,26,58:34:00,27,66:50:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"JONES, VANCE",,12:18:00,,17:04:00,,21:43:00,,5:35:00,,12:56:00,,18:42:00,,22:28:00,,11:08:00,,17:12:00,,21:59:00,,3:54:00,,,,,,
138,"ACKER, DANNY",42,3:18:00,51,4:46:00,42,4:39:00,51,7:52:00,24,7:21:00,40,5:46:00,28,3:46:00,48,12:40:00,11,6:04:00,23,4:47:00,50,5:55:00,,,,,,
,"PHILLIPS, KIM",42,3:18:00,46,8:04:00,44,12:43:00,39,20:35:00,34,27:56:00,32,33:42:00,30,37:28:00,33,50:08:00,31,56:12:00,28,60:59:00,28,66:54:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"NELSON, HOLLY",,12:07:00,,16:22:00,,20:55:00,,4:38:00,,12:43:00,,18:21:00,,23:38:00,,10:41:00,,18:14:00,,23:12:00,,6:14:00,,,,,,
357,"NELSON, ANDREW",32,3:07:00,31,4:15:00,40,4:33:00,46,7:43:00,38,8:05:00,36,5:38:00,62,5:17:00,34,11:03:00,39,7:33:00,26,4:58:00,65,7:02:00,,,,,,
,"MILLER, CHRIS",32,3:07:00,30,7:22:00,33,11:55:00,33,19:38:00,33,27:43:00,31,33:21:00,33,38:38:00,32,49:41:00,32,57:14:00,30,62:12:00,29,69:14:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"POPE, TOM",,12:33:00,,17:41:00,,22:46:00,,6:06:00,,13:50:00,,19:06:00,,:08,,11:55:00,,18:59:00,,:10,,6:22:00,,,,,,
5,"GUERRERO, ROLAND",49,3:33:00,66,5:08:00,53,5:05:00,40,7:20:00,32,7:44:00,28,5:16:00,52,5:02:00,41,11:47:00,28,7:04:00,34,5:11:00,56,6;12,,,,,,
,"GUERRERO, RICHARD",49,3:33:00,60,8:41:00,57,13:46:00,41,21:06:00,41,28:50:00,35,34:06:00,36,39:08:00,36,50:55:00,36,57:59:00,32,63:10:00,30,69:22:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"GREEN, JAMES",,12:03:00,,16:17:00,,20:28:00,,4:36:00,,12:00:00,,18:42:00,,22:29:00,,9:35:00,,16:49:00,,22:37:00,,6:34:00,,,,,,
5234,"GREEN, ALBERT",26,3:03:00,30,4:14:00,27,4:11:00,56,8:08:00,26,7:24:00,56,6:42:00,30,3:47:00,35,11:06:00,34,7:14:00,44,5:48:00,69,7:57:00,,,,,,
,,26,3:03:00,28,7:17:00,28,11:28:00,32,19:36:00,29,27:00:00,33,33:42:00,31,37:29:00,31,48:35:00,30,55:49:00,29,61:37:00,31,69:34:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"JOHNSON, SCOTT",,12:15:00,,16:46:00,,21:26:00,,6:25:00,,13:50:00,,19:35:00,,23:42:00,,11:20:00,,18:45:00,,:04,,7:28:00,,,,,,
535,"AZIZ, KARIM",40,3:15:00,44,4:31:00,43,4:40:00,69,8:59:00,27,7:25:00,39,5:45:00,37,4:07:00,40,11:38:00,36,7:25:00,37,5:19:00,68,7:24:00,,,,,,
,"GRAY, LANCE",40,3:15:00,42,7:46:00,43,12:26:00,43,21:25:00,39,28:50:00,38,34:35:00,34,38:42:00,34,50:20:00,34,57:45:00,31,63:04:00,32,70:28:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"ZEEK, DONALD",,12:25:00,,16:45:00,,21:09:00,,6:43:00,,13:56:00,,19:25:00,,6:41:00,,15:25:00,,22:03:00,,3:50:00,,7:49:00,,,,,,
2662,"ZEEK, BRANDY",45,3:25:00,34,4:20:00,32,4:24:00,77,9:34:00,22,7:13:00,32,5:29:00,80,11:16:00,20,8:44:00,18,6:38:00,42,5:47:00,16,3:59:00,,,,,,
,"ZEEK, SANDY",45,3:25:00,41,7:45:00,40,12:09:00,46,21:43:00,43,28:56:00,36,34:25:00,46,45:41:00,40,54:25:00,39,61:03:00,35,66:50:00,33,70:49:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"REDFERN, JONATHAN",,12:39:00,,17:32:00,,22:29:00,,5:22:00,,15:35:00,,20:56:00,,2:00:00,,11:30:00,,18:42:00,,1:16:00,,8:24:00,,,,,,
22,"JANTZEN, DEL",61,3:39:00,57,4:53:00,51,4:57:00,32,6:53:00,66,10:13:00,30,5:21:00,54,5:04:00,21,9:30:00,31,7:12:00,60,6:34:00,66,7:08:00,,,,,,
,"MILLER, GUS",61,3:39:00,57,8:32:00,53,13:29:00,38,20:22:00,46,30:35:00,43,35:56:00,37,41:00:00,35,50:30:00,33,57:42:00,34,64:16:00,34,71:24:00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
